EmployeeNumber,Age,Gender,MaritalStatus_Single,MaritalStatus_Married,OverTime,Attrition,MonthlyIncome,JobLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,SatisfactionIndex,IncomePerJobLevel,AttritionRiskScore,RiskBand
683,34,1,False,True,0,0,2691,1,10,10,8,2,4,2,3,3.0,2691.0,0.007781294994761114,Low
684,45,0,False,True,0,1,4286,2,5,1,0,1,1,3,3,2.25,2143.0,0.32614736951628687,Medium
686,26,0,False,True,1,0,2659,1,3,3,0,3,4,3,3,3.25,2659.0,0.20176043377697664,Low
689,37,1,False,True,0,0,9434,3,10,10,7,3,3,3,3,3.0,3144.6666666666665,0.0066283386041404175,Low
690,29,0,False,True,0,0,5561,2,6,6,1,2,3,2,3,2.0,2780.5,0.05745016229815059,Low
691,35,1,True,False,0,0,6646,2,17,17,11,2,4,3,3,2.75,3323.0,0.12384889866614053,Low
692,33,1,False,False,0,0,7725,2,15,13,4,3,4,1,4,2.75,3862.5,0.012051821938993897,Low
698,54,1,False,True,0,0,10725,3,16,9,7,3,2,4,3,3.0,3575.0,0.06403573272303616,Low
699,36,1,False,False,1,0,8847,2,13,3,0,2,2,3,3,2.5,4423.5,0.16369855110665035,Low
700,27,1,True,False,0,0,2045,1,5,4,1,1,4,3,3,3.0,2045.0,0.13729876926873236,Low
701,20,1,True,False,1,1,1009,1,1,1,1,4,3,3,3,3.5,1009.0,0.3046387500277301,Medium
702,33,1,True,False,1,1,3348,1,10,10,9,1,1,3,3,1.5,3348.0,0.7710615875679486,High
704,35,1,False,True,0,0,1281,1,1,1,0,3,3,3,3,3.0,1281.0,0.04654966478324419,Low
705,23,1,False,True,0,0,2819,1,5,3,0,1,1,4,3,1.75,2819.0,0.055200824763482766,Low
707,25,1,False,True,0,0,4851,2,4,3,1,4,2,3,4,3.0,2425.5,0.01948834713842384,Low
709,38,0,True,False,0,0,4028,2,8,7,0,4,4,3,4,3.0,2014.0,0.04495102081961021,Low
710,29,1,False,False,0,0,2720,1,10,10,2,2,4,3,3,3.25,2720.0,0.016418230694481267,Low
712,48,1,False,True,0,0,8120,2,12,2,2,2,2,3,3,2.75,4060.0,0.040743864677202694,Low
714,27,0,False,False,1,0,4647,2,6,6,0,4,4,3,4,3.25,2323.5,0.024396186861704736,Low
715,37,1,True,False,0,0,4680,1,4,1,0,4,4,3,3,3.0,4680.0,0.020031757340592603,Low
716,50,1,False,True,1,0,3221,1,20,20,3,4,3,3,3,3.25,3221.0,0.014400008925804177,Low
717,34,0,True,False,0,0,8621,3,9,8,7,4,2,4,3,3.0,2873.6666666666665,0.023607075213392746,Low
720,24,0,True,False,0,1,4577,2,4,2,2,1,3,3,3,2.0,2288.5,0.7337297190002006,High
721,39,0,True,False,0,0,4553,2,20,20,11,4,3,3,3,2.75,2276.5,0.03385044697313073,Low
722,32,1,True,False,0,0,5396,2,10,10,0,4,4,2,3,3.5,2698.0,0.023792340103216104,Low
723,50,1,False,True,1,1,6796,2,18,4,1,2,3,3,3,2.25,3398.0,0.40606104012639704,Medium
724,38,0,True,False,0,0,7625,2,10,9,1,2,4,2,3,2.75,3812.5,0.0031995979012726565,Low
725,27,0,False,True,0,0,7412,3,9,9,0,3,1,3,3,2.75,2470.6666666666665,0.008655569291881486,Low
727,32,0,True,False,0,0,11159,3,10,7,7,3,4,3,3,3.5,3719.6666666666665,0.0016729451506156455,Low
728,47,1,True,False,0,0,4960,2,20,7,1,4,1,3,3,3.0,2480.0,0.030030952720034445,Low
729,40,1,False,True,1,0,10475,3,20,18,1,4,1,3,4,2.75,3491.6666666666665,0.22023513777684126,Low
730,53,1,False,True,0,0,14814,4,32,5,1,3,3,3,3,3.0,3703.5,0.00027938553503403357,Low
731,41,1,False,False,0,0,19141,5,23,21,12,2,4,2,3,2.5,3828.2,0.09673512711189153,Low
732,60,1,True,False,0,0,5405,2,10,2,2,1,1,3,3,2.25,2702.5,0.5046166712485476,Medium
733,27,1,False,False,0,0,8793,3,9,9,1,4,1,2,4,2.5,2931.0,0.022111191102320567,Low
734,41,1,False,True,0,0,19189,5,22,22,2,4,3,3,3,3.0,3837.8,0.00781980988536562,Low
738,50,1,False,True,0,0,3875,1,4,2,2,4,2,3,3,3.25,3875.0,0.12573847690353362,Low
741,28,0,True,False,1,1,2216,1,10,7,3,1,2,3,3,2.5,2216.0,0.7144801632273711,High
742,36,0,False,True,0,0,11713,3,10,8,0,1,1,3,3,1.5,3904.3333333333335,0.005860764248740324,Low
743,38,0,True,False,1,0,7861,3,10,1,0,3,3,4,3,3.5,2620.3333333333335,0.09938935353662999,Low
744,44,1,True,False,0,0,3708,1,9,5,1,1,3,3,3,2.5,3708.0,0.20561012989670555,Low
746,47,0,False,False,1,0,13770,4,28,22,11,4,3,2,3,3.25,3442.5,0.36217123889157116,Medium
747,30,1,False,False,0,0,5304,2,10,8,7,3,4,2,4,3.25,2652.0,0.1886989781916076,Low
749,29,1,True,False,0,0,2642,1,1,1,0,3,3,3,3,3.0,2642.0,0.18820061915854966,Low
752,42,1,False,False,1,1,2759,1,7,2,2,3,3,3,3,3.25,2759.0,0.30099627752552427,Medium
754,43,1,False,True,0,0,6804,2,7,2,2,4,4,3,3,3.5,3402.0,0.07754509111269109,Low
757,34,0,True,False,0,0,6142,2,10,5,4,2,3,3,3,3.0,3071.0,0.048408611053331815,Low
758,23,1,False,True,0,0,2500,1,5,4,0,2,1,4,3,2.75,2500.0,0.14499421496272114,Low
760,39,0,False,True,0,0,6389,2,12,8,3,3,2,1,3,2.25,3194.5,0.23255754430188347,Low
762,56,1,False,True,0,0,11103,4,30,10,1,3,4,2,3,3.0,2775.75,0.005369227011682213,Low
763,40,0,True,False,1,0,2342,1,5,4,2,4,4,2,4,3.5,2342.0,0.10816382749590572,Low
764,27,0,True,False,0,0,6811,2,9,7,0,4,1,1,3,1.75,3405.5,0.20908799969448066,Low
766,29,1,False,False,0,0,2297,1,2,2,2,4,2,3,3,3.25,2297.0,0.08119509254491016,Low
769,53,1,True,False,0,0,2450,2,19,2,2,4,4,3,3,3.75,1225.0,0.015465767373773963,Low
771,35,0,False,False,0,0,5093,2,16,1,0,4,1,4,3,2.5,2546.5,0.0018301939556396953,Low
772,32,1,False,True,0,0,5309,2,10,10,4,1,4,3,3,3.0,2654.5,0.17818856157899937,Low
773,38,1,False,True,1,0,3057,1,6,1,0,4,3,1,3,2.5,3057.0,0.35758632204447677,Medium
775,34,0,False,False,0,0,5121,2,7,0,0,2,1,3,3,2.25,2560.5,0.0660822654933263,Low
776,52,1,False,True,0,0,16856,4,34,34,1,3,1,4,3,2.25,4214.0,0.008313889508808688,Low
780,33,1,True,False,1,1,2686,1,10,10,7,4,4,2,3,3.25,2686.0,0.05630845113683584,Low
781,25,0,True,False,0,0,6180,2,6,6,1,3,4,2,4,2.75,3090.0,0.11297116233183559,Low
783,45,1,True,False,0,0,6632,2,9,8,3,2,3,3,3,2.25,3316.0,0.5319421830944451,Medium
784,23,1,True,False,0,0,3505,1,2,2,0,1,3,3,3,2.75,3505.0,0.06451462706340372,Low
785,47,0,True,False,1,1,6397,2,8,5,1,2,3,3,3,3.0,3198.5,0.651230652201283,High
786,34,1,True,False,0,0,6274,2,6,6,1,4,4,3,4,3.5,3137.0,0.008298805543062088,Low
787,55,1,False,True,1,1,19859,5,24,5,1,4,1,3,3,3.0,3971.8,0.05801125455772559,Low
789,36,1,True,False,0,0,7587,3,10,10,0,1,1,3,3,1.75,2529.0,0.08348783654741505,Low
791,52,1,False,True,0,0,4258,1,5,4,1,4,4,3,3,3.0,4258.0,0.001325715590909908,Low
792,26,0,False,False,0,0,4364,1,5,2,2,1,4,3,3,2.25,4364.0,0.5689776360168554,Medium
793,29,0,False,True,0,0,4335,2,11,8,1,2,3,2,3,2.0,2167.5,0.0802402331181832,Low
796,26,1,True,False,0,1,5326,2,6,4,1,4,1,2,3,2.5,2663.0,0.6381277784710332,High
797,34,0,True,False,0,0,3280,1,10,4,1,2,4,3,3,3.0,3280.0,0.017739910478414837,Low
799,54,0,False,False,1,0,5485,2,9,5,1,4,1,3,3,2.5,2742.5,0.10200897840846457,Low
800,27,1,False,True,0,0,4342,2,5,4,1,3,4,3,3,3.0,2171.0,0.09553072625004295,Low
802,37,0,False,False,1,0,2782,1,6,5,4,4,1,2,3,2.25,2782.0,0.1297240686737179,Low
803,38,0,True,False,1,0,5980,2,17,15,4,1,1,3,3,2.25,2990.0,0.34465591174874194,Medium
804,34,0,True,False,0,0,4381,1,6,6,1,3,1,3,3,2.5,4381.0,0.04294177021624059,Low
805,35,0,False,True,0,0,2572,1,3,3,0,1,4,2,3,2.25,2572.0,0.24415593009611866,Low
806,30,1,False,True,0,0,3833,1,7,2,0,4,3,3,4,3.25,3833.0,0.05808421755005884,Low
807,40,0,False,True,0,0,4244,2,8,8,3,3,2,3,4,3.0,2122.0,0.003408994020965591,Low
808,34,0,False,True,0,0,6500,2,6,3,1,3,1,3,3,2.25,3250.0,0.17511322751914216,Low
809,42,1,False,False,0,0,18430,5,24,24,14,2,4,2,3,2.5,3686.0,0.11034835314958628,Low
811,23,1,False,True,1,1,1601,1,1,0,0,3,1,3,4,2.5,1601.0,0.5365026997557654,Medium
812,24,1,False,False,0,0,2694,1,1,1,0,3,2,3,3,2.75,2694.0,0.03738252853140735,Low
813,52,0,False,True,0,0,3149,2,9,5,1,4,3,3,4,3.0,1574.5,0.03993695166066702,Low
815,50,1,False,True,0,0,17639,4,30,4,0,3,3,3,3,3.25,4409.75,0.000748239527149501,Low
816,29,0,False,True,1,1,2319,1,1,1,0,2,1,3,3,2.5,2319.0,0.7629539815333511,High
817,33,1,False,True,0,0,11691,3,14,13,3,3,3,4,3,3.5,3897.0,0.0006500745465855458,Low
819,33,0,True,False,0,1,5324,2,6,3,0,1,1,3,3,2.0,2662.0,0.6507903086109277,High
820,47,0,False,True,1,0,16752,4,26,26,3,3,4,2,3,3.0,4188.0,0.01441127988353022,Low
823,36,0,False,True,0,0,5228,2,10,9,0,3,2,3,3,2.25,2614.0,0.0031207060609154467,Low
824,29,1,False,True,0,0,2700,1,10,10,0,3,3,3,4,3.0,2700.0,0.005020353259833076,Low
825,58,1,True,False,1,1,19246,5,40,31,13,4,2,3,3,3.25,3849.2,0.027771366814241142,Low
826,35,0,True,False,0,0,2506,1,7,2,2,4,3,3,3,3.25,2506.0,0.023889344762451026,Low
827,42,0,False,True,1,0,6062,2,8,4,0,4,4,3,3,3.75,3031.0,0.04707666990834185,Low
828,28,1,True,False,0,1,4382,1,5,2,2,3,3,2,3,3.0,4382.0,0.07055887616613449,Low
829,36,1,False,True,0,0,2143,1,8,5,0,3,2,3,3,2.5,2143.0,0.20816575535401022,Low
830,32,0,False,True,0,0,6162,2,14,14,6,3,3,3,3,3.0,3081.0,0.006271543713817142,Low
832,40,1,True,False,0,0,5094,2,10,1,0,1,3,3,3,2.75,2547.0,0.6677062919584994,High
833,30,0,True,False,1,0,6877,2,12,0,0,3,4,2,4,2.75,3438.5,0.2623655441368728,Low
834,45,0,True,False,0,0,2274,1,1,1,0,2,3,3,3,3.0,2274.0,0.08856321442988417,Low
836,42,1,False,True,0,0,4434,2,10,9,7,2,2,2,3,2.5,2217.0,0.047026124143932306,Low
837,38,1,False,False,0,0,6288,2,13,4,1,1,1,2,3,1.75,3144.0,0.20303294092374252,Low
838,34,0,True,False,0,0,2553,1,6,5,1,3,4,3,3,3.25,2553.0,0.11808414704254418,Low
840,49,0,False,True,0,1,7654,3,9,9,7,3,4,4,3,3.0,2551.3333333333335,0.008511427235682883,Low
842,55,1,True,False,0,1,5160,2,12,9,7,3,4,2,3,3.0,2580.0,0.06970913849288966,Low
843,43,1,False,True,0,0,17159,4,22,4,1,2,1,3,4,2.25,4289.75,0.018665376317562165,Low
844,27,1,False,False,1,0,12808,3,9,9,0,3,4,3,3,3.0,4269.333333333333,0.014478443779206521,Low
845,35,1,True,False,0,0,10221,3,17,8,1,3,3,4,4,3.0,3407.0,0.007360552378788526,Low
846,28,0,False,True,1,0,4779,2,8,8,7,2,2,3,4,2.0,2389.5,0.549625844276866,Medium
847,34,1,False,True,0,0,3737,1,4,3,0,3,4,1,3,2.75,3737.0,0.06801438990141435,Low
848,26,0,False,True,1,1,2366,1,8,8,1,3,3,3,3,2.5,2366.0,0.2071510408055504,Low
850,27,1,False,True,0,0,1706,1,0,0,0,4,4,2,3,3.25,1706.0,0.004066522491142147,Low
851,51,0,False,True,0,0,16307,4,29,20,4,1,3,2,3,2.25,4076.75,0.016095550256480184,Low
852,44,1,True,False,0,0,5933,2,10,5,2,4,2,2,3,3.0,2966.5,0.06717013770018748,Low
854,25,1,True,False,0,0,3424,1,6,4,0,1,1,2,3,1.75,3424.0,0.3357558794413305,Medium
855,33,1,False,False,0,0,4037,2,9,9,0,1,1,3,4,1.5,2018.5,0.017138001764966278,Low
856,35,0,True,False,0,0,2559,1,6,6,1,3,1,2,3,2.5,2559.0,0.19491764534512904,Low
857,36,1,False,True,1,0,6201,2,18,18,4,2,4,2,3,3.0,3100.5,0.04218165187956833,Low
859,32,1,False,False,0,0,4403,2,8,5,0,2,4,2,3,2.75,2201.5,0.07579614000172981,Low
861,30,1,False,False,0,0,3761,1,10,5,0,2,4,2,3,2.5,3761.0,0.1401365453386639,Low
862,53,0,False,True,1,0,10934,3,35,5,0,1,4,3,3,3.0,3644.6666666666665,0.08623771031972058,Low
864,45,1,False,False,1,0,10761,3,18,5,0,4,1,3,3,2.75,3587.0,0.18632763254519996,Low
865,32,0,False,True,0,0,5175,2,9,5,1,3,3,2,3,2.75,2587.5,0.019714406233402763,Low
867,52,0,False,True,0,0,13826,4,31,9,0,3,4,3,4,3.25,3456.5,0.013596522651106334,Low
868,37,1,False,False,0,0,6334,2,9,1,0,4,3,3,3,3.5,3167.0,0.06866792225606426,Low
869,28,1,False,False,0,0,4936,1,6,5,0,2,4,3,3,3.25,4936.0,0.006446447049271133,Low
872,22,1,False,True,0,0,4775,2,4,2,2,4,4,1,4,2.5,2387.5,0.08436245236006908,Low
874,44,1,False,True,1,0,2818,1,10,3,0,1,4,2,4,2.5,2818.0,0.20580266614492415,Low
875,42,1,True,False,1,0,2515,1,8,2,2,2,4,3,3,3.25,2515.0,0.40144844789840944,Medium
878,36,1,False,True,0,0,2342,1,6,5,0,1,1,3,4,2.0,2342.0,0.13262978191554056,Low
879,25,1,False,True,1,0,4194,2,5,5,0,3,1,3,3,2.75,2097.0,0.20122540573145403,Low
880,35,0,False,True,1,0,10685,3,17,17,5,4,3,3,4,3.0,3561.6666666666665,0.024995444718717695,Low
881,35,0,False,False,1,1,2022,1,10,10,7,4,2,2,3,2.25,2022.0,0.558434351051511,Medium
882,32,1,False,False,0,0,2314,1,4,3,0,4,4,3,3,3.25,2314.0,0.011944569252979768,Low
885,25,1,False,True,0,0,4256,2,5,5,0,3,1,4,3,2.25,2128.0,0.27980432033969077,Low
887,49,0,False,True,0,0,3580,1,7,4,0,3,1,3,3,2.25,3580.0,0.015587890837973305,Low
888,24,1,False,True,0,0,3162,1,6,5,3,1,4,2,3,2.75,3162.0,0.08233264355894188,Low
889,32,1,False,True,0,0,6524,2,10,10,5,2,2,3,3,2.75,3262.0,0.13377091352833187,Low
893,38,1,False,True,0,0,2899,1,3,2,1,2,2,3,3,2.75,2899.0,0.22099564618992865,Low
894,42,0,False,True,1,0,5231,2,17,5,1,3,4,2,3,2.75,2615.5,0.07719356417499441,Low
895,31,1,False,True,1,0,2356,1,8,6,0,4,4,3,3,3.25,2356.0,0.06219224363604892,Low
896,29,0,False,False,1,1,2800,1,5,3,0,2,3,3,3,2.75,2800.0,0.4201564518166854,Medium
897,53,1,False,True,0,0,11836,4,28,2,2,1,4,3,3,2.75,2959.0,0.02910204623784244,Low
899,35,1,False,True,0,0,10903,3,16,13,4,4,2,3,3,2.5,3634.3333333333335,0.14061626858116427,Low
900,37,0,False,True,0,0,2973,1,10,5,0,3,4,3,3,3.0,2973.0,0.16905498006082356,Low
901,53,0,True,False,0,0,14275,4,33,12,3,4,4,3,3,3.5,3568.75,0.0014318312108022176,Low
902,43,0,False,True,0,0,5562,2,12,5,2,4,4,2,3,3.0,2781.0,0.017952756674537548,Low
903,47,0,False,True,1,0,4537,2,8,7,7,3,4,3,4,2.75,2268.5,0.12045104529014707,Low
904,37,1,True,False,1,0,7642,3,10,10,0,1,2,3,3,2.5,2547.3333333333335,0.22362455625168584,Low
905,50,1,False,False,0,0,17924,4,31,31,14,1,1,3,3,2.25,4481.0,0.019800867391074853,Low
909,39,0,False,True,0,0,5204,2,13,5,0,4,4,3,3,3.5,2602.0,0.011576235958877416,Low
910,33,1,False,False,1,0,2277,1,7,4,0,4,2,4,3,3.25,2277.0,0.15777465745884578,Low
911,32,1,True,False,1,1,2795,1,1,1,0,1,4,1,4,2.25,2795.0,0.9384841485201476,High
912,29,0,False,False,0,0,2532,1,8,4,0,1,4,3,3,2.75,2532.0,0.05862890249513621,Low
913,44,1,False,True,1,0,2559,1,8,8,7,2,1,3,3,2.5,2559.0,0.44953373829439247,Medium
916,28,1,True,False,0,0,4908,2,4,4,0,1,4,3,3,2.5,2454.0,0.14454340996245543,Low
918,58,1,False,False,1,1,2380,1,3,1,0,4,4,2,3,3.5,2380.0,0.5995171132598706,Medium
920,43,0,False,False,0,0,4765,2,4,1,0,1,2,4,4,2.5,2382.5,0.05240723534806363,Low
922,20,0,True,False,0,1,2044,1,2,2,0,3,3,2,3,3.0,2044.0,0.38134307542652557,Medium
923,21,0,True,False,0,1,2693,1,1,1,0,4,4,2,3,2.75,2693.0,0.05981362546033666,Low
924,36,1,False,True,1,0,6586,2,17,16,4,3,4,2,3,2.5,3293.0,0.02631520396517156,Low
925,47,0,True,False,1,0,3294,1,3,3,1,4,4,2,3,2.75,3294.0,0.351791741503962,Medium
926,22,0,False,True,1,1,4171,2,4,3,0,2,3,4,3,2.5,2085.5,0.10046812163103357,Low
927,41,0,False,False,1,1,2778,1,10,7,1,2,4,2,3,2.75,2778.0,0.4680518899312514,Medium
930,28,0,False,False,0,0,2377,1,6,2,2,3,3,3,3,2.75,2377.0,0.04597036791341163,Low
932,39,1,False,True,1,1,2404,1,8,2,2,4,1,1,4,2.5,2404.0,0.7190669276448056,High
933,27,0,True,False,0,0,2318,1,1,1,0,2,3,3,3,2.75,2318.0,0.1160869216010613,Low
934,34,1,False,False,0,0,2008,1,1,1,1,2,2,3,3,2.25,2008.0,0.23559640632589476,Low
936,42,0,True,False,0,0,6244,2,10,5,0,3,3,3,3,2.5,3122.0,0.18132978372623945,Low
939,33,1,True,False,1,0,2799,1,6,3,0,3,1,3,3,2.25,2799.0,0.40007201242379975,Medium
940,58,0,False,False,1,0,10552,3,24,6,0,3,2,3,3,3.0,3517.3333333333335,0.018095474012580378,Low
941,31,1,False,True,0,0,2329,1,13,7,5,2,3,4,3,2.75,2329.0,0.3911940954395713,Medium
942,35,0,False,True,1,0,4014,2,10,10,0,4,4,1,4,3.25,2007.0,0.019080125014661387,Low
944,49,0,False,True,0,0,7403,3,29,26,1,1,2,2,3,2.0,2467.6666666666665,0.019911021873037955,Low
945,48,1,False,True,0,0,2259,1,13,0,0,4,3,2,3,2.5,2259.0,0.021607642439520885,Low
947,31,0,False,True,0,0,6932,2,9,9,0,4,3,2,3,3.25,3466.0,0.009741810238880112,Low
949,36,1,True,False,0,0,4678,1,8,6,0,2,4,3,3,3.0,4678.0,0.007194233041399846,Low
950,38,0,False,True,0,0,13582,3,15,15,5,4,1,3,3,2.5,4527.333333333333,0.000952421878412174,Low
951,32,0,False,True,0,0,2332,1,5,3,0,3,2,3,4,2.75,2332.0,0.08911543141744997,Low
952,25,1,False,True,1,1,2413,1,1,1,0,3,2,3,3,2.75,2413.0,0.7653313011537334,High
954,40,1,False,False,0,0,9705,3,11,1,0,1,2,2,3,1.75,3235.0,0.4456637286144644,Medium
956,26,1,True,False,0,0,4294,2,7,7,0,3,1,3,3,2.25,2147.0,0.23689539404599455,Low
957,41,1,True,False,1,0,4721,1,20,18,2,4,1,3,3,2.75,4721.0,0.04058632585891455,Low
958,36,1,True,False,0,0,2519,1,16,11,3,3,3,3,4,3.0,2519.0,0.02286247788068382,Low
959,19,1,True,False,1,1,2121,1,1,1,0,4,2,4,3,3.0,2121.0,0.8753918706766002,High
960,20,1,True,False,0,1,2973,1,1,1,0,1,1,3,3,1.75,2973.0,0.8454291829795515,High
961,31,0,False,True,1,0,5855,2,10,9,8,4,4,1,3,3.0,2927.5,0.053506272209447925,Low
964,40,1,False,False,1,0,3617,1,3,1,0,4,2,3,3,3.25,3617.0,0.2359494390040354,Low
966,32,0,False,True,0,0,6725,2,8,8,6,3,1,4,3,2.75,3362.5,0.01650095349768163,Low
967,36,1,False,True,1,1,10325,3,16,16,3,3,4,3,3,2.75,3441.6666666666665,0.12036975598757521,Low
969,33,0,True,False,0,0,6949,2,6,5,1,2,4,3,3,2.5,3474.5,0.03771059219826942,Low
970,37,1,False,True,0,1,10609,3,17,14,11,1,3,1,3,2.0,3536.3333333333335,0.7133803203546413,High
972,45,1,False,True,0,0,4447,2,9,9,0,3,2,2,3,2.25,2223.5,0.01042039152796469,Low
974,29,0,False,True,0,0,2157,1,3,3,0,3,4,3,3,3.0,2157.0,0.22670655551242822,Low
975,35,0,False,True,0,0,4601,2,5,5,1,3,3,3,3,2.75,2300.5,0.06127441915504075,Low
976,52,1,False,True,0,0,17099,4,26,9,7,4,4,2,3,3.0,4274.75,0.004339529168842431,Low
977,58,1,True,False,0,1,2479,1,7,1,0,4,3,3,4,2.75,2479.0,0.05170316688051053,Low
981,53,1,False,False,0,0,14852,4,22,17,15,3,3,4,3,3.25,3713.0,0.014944680388494233,Low
982,30,1,False,False,0,0,7264,3,10,8,7,3,3,4,3,2.75,2421.3333333333335,0.06613944253328481,Low
983,38,0,True,False,1,0,5666,2,6,5,1,3,4,3,3,3.0,2833.0,0.2521926045134738,Low
984,35,1,False,False,0,0,7823,3,12,10,0,4,4,3,3,3.25,2607.6666666666665,0.008452398620821306,Low
985,39,1,True,False,0,0,7880,3,9,8,0,1,3,3,3,2.75,2626.6666666666665,0.01674670667667474,Low
986,40,0,True,False,1,1,13194,4,22,1,0,2,2,2,3,2.5,3298.5,0.29901035804846415,Low
987,47,1,False,False,1,0,5067,2,20,19,2,3,3,4,3,3.25,2533.5,0.008337493684699824,Low
990,36,1,False,False,0,0,5079,2,12,7,0,1,4,3,3,3.0,2539.5,0.005197797771911949,Low
991,31,1,True,False,1,1,2321,1,4,3,1,3,1,3,4,2.0,2321.0,0.5219867913102214,Medium
992,33,1,True,False,0,0,17444,4,10,10,6,4,3,3,3,3.5,4361.0,0.053216150615438135,Low
994,29,0,True,False,1,1,2404,1,3,0,0,4,1,3,4,2.75,2404.0,0.669679592399189,High
995,33,0,True,False,0,0,3452,1,5,3,0,2,4,3,3,2.5,3452.0,0.08220826165319081,Low
996,45,0,False,False,0,0,2270,1,8,5,0,4,4,3,3,3.75,2270.0,0.004791027972805206,Low
997,50,1,False,False,0,0,17399,4,32,5,1,4,4,2,4,3.25,4349.75,0.0006732811911295939,Low
998,33,0,False,True,1,0,5488,2,6,6,1,3,2,3,3,2.25,2744.0,0.0443800109794039,Low
999,41,1,False,False,0,0,19419,5,21,18,0,1,3,4,3,2.5,3883.8,0.0019229511132205631,Low
1001,27,0,False,True,0,0,2811,1,4,2,2,3,2,3,3,2.5,2811.0,0.6057376359614841,High
1002,45,1,False,True,1,0,3633,2,9,9,0,4,1,3,3,2.75,1816.5,0.08594877270715796,Low
1003,47,0,True,False,1,0,4163,2,9,9,0,4,4,3,3,3.5,2081.5,0.07416852557346633,Low
1004,30,0,False,True,1,1,2132,1,7,5,0,1,3,3,3,2.25,2132.0,0.7137569392391417,High
1005,50,1,False,True,1,0,13973,4,22,12,1,4,3,3,3,3.5,3493.25,0.02441861149314422,Low
1006,38,1,False,True,0,0,2684,1,3,2,0,3,3,2,3,2.5,2684.0,0.0729159746676856,Low
1007,46,1,False,False,0,0,10845,3,13,8,0,4,3,3,3,3.0,3615.0,0.00581565577353475,Low
1009,24,0,False,False,0,0,4377,2,5,4,3,4,3,3,3,3.0,2188.5,0.011902837574402953,Low
1010,35,1,False,False,1,1,3743,1,5,4,0,3,2,1,4,2.5,3743.0,0.34373270994017513,Medium
1011,31,0,False,True,0,0,4148,2,4,4,0,3,1,3,3,2.5,2074.0,0.04325322053047179,Low
1012,18,1,True,False,0,0,1051,1,0,0,0,2,4,3,3,3.25,1051.0,0.11946836349214678,Low
1013,54,0,False,True,0,0,10739,3,22,10,0,3,3,3,3,3.0,3579.6666666666665,0.008785779509575776,Low
1014,35,0,False,False,1,0,10388,3,16,16,10,3,3,2,3,2.75,3462.6666666666665,0.2153692899254796,Low
1015,30,0,False,True,1,0,11416,3,9,8,1,2,1,2,3,2.0,3805.3333333333335,0.006605457946788481,Low
1016,20,0,True,False,1,1,2600,1,1,1,0,4,1,3,3,2.25,2600.0,0.7052379866667133,High
1017,30,0,True,False,0,1,2422,1,4,3,1,2,2,3,3,2.0,2422.0,0.5739112606060924,Medium
1018,26,1,False,True,0,0,5472,2,8,8,1,4,4,3,3,3.25,2736.0,0.0033224129154770603,Low
1019,22,1,False,True,0,0,2451,1,4,4,1,2,1,2,3,1.5,2451.0,0.7864401727274851,High
1022,48,1,True,False,0,0,4240,2,19,2,2,1,3,3,3,2.75,2120.0,0.06108847907562376,Low
1024,48,1,True,False,0,0,10999,3,27,15,4,3,3,3,3,2.75,3666.3333333333335,0.016358578114812096,Low
1025,41,0,True,False,0,0,5003,2,8,2,2,4,3,3,3,3.0,2501.5,0.030483225788584967,Low
1026,39,0,False,True,0,0,12742,4,21,21,11,4,4,3,3,3.5,3185.5,0.010344669627311868,Low
1027,27,0,False,True,0,0,4227,2,4,3,2,1,4,3,3,2.5,2113.5,0.022615289584695344,Low
1028,35,1,False,False,0,0,3917,1,3,3,1,2,4,2,4,2.25,3917.0,0.03678946351280015,Low
1029,42,1,False,True,0,0,18303,5,21,1,0,4,3,4,3,3.25,3660.6,0.03431889166147121,Low
1030,50,1,False,True,0,0,2380,1,8,1,0,1,4,3,3,2.5,2380.0,0.14220299641601597,Low
1032,59,0,True,False,1,0,13726,4,30,5,4,3,4,3,3,2.75,3431.5,0.0668611495544055,Low
1033,37,0,False,True,0,1,4777,2,15,1,0,1,2,1,3,1.25,2388.5,0.3824764257756282,Medium
1034,55,1,False,True,1,0,6385,2,17,8,6,3,2,3,3,3.0,3192.5,0.06322871010182814,Low
1035,41,0,False,False,0,0,19973,5,21,21,5,2,3,3,4,2.5,3994.6,0.001219940090951846,Low
1036,38,1,True,False,1,0,6861,2,19,1,0,2,4,3,3,3.0,3430.5,0.4886358968576079,Medium
1037,26,1,True,False,0,1,4969,2,7,2,2,2,1,3,3,2.5,2484.5,0.7061461425992639,High
1038,52,0,False,True,0,1,19845,5,33,32,6,1,4,3,3,3.0,3969.0,0.017429740287147607,Low
1039,44,0,False,True,1,0,13320,4,23,12,11,4,4,3,3,3.5,3330.0,0.06426373168341422,Low
1040,50,0,False,True,0,0,6347,2,19,18,0,4,3,3,3,2.75,3173.5,0.0005919968994686145,Low
1042,36,0,True,False,0,1,2743,1,18,17,15,3,1,3,3,2.5,2743.0,0.1695972007332005,Low
1043,39,0,True,False,1,0,10880,3,21,21,2,4,1,3,3,2.75,3626.6666666666665,0.24007133375909423,Low
1044,33,0,True,False,0,0,2342,1,3,2,2,2,4,2,3,3.0,2342.0,0.1582790504043197,Low
1045,45,0,False,True,0,0,17650,4,26,9,1,4,4,4,3,3.5,4412.5,0.0033019413852056734,Low
